NetworkName,T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi,NetworksThisUnrollingWasFoundIn
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__alistipes_shahii,,,m__hmdb01149,s__odoribacter_splanchnicus,,0.454545454545455,0.181818181818182,0.363636363636364,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,13
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,,m__hmdb00239,s__haemophilus_parainfluenzae,,0.181818181818182,0.454545454545455,0.363636363636364,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,55
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,,m__hmdb00630,s__bacteroides_ovatus,,0.181818181818182,0.454545454545455,0.363636363636364,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,92
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_cellulosilyticus,,,m__hmdb02322,s__clostridium_bolteae,,0.363636363636364,0.454545454545455,0.181818181818182,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,16
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,,m__hmdb00630,s__bifidobacterium_longum,,0.363636363636364,0.454545454545455,0.181818181818182,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,60
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__ruminococcus_torques,,,m__hmdb00630,s__bacteroides_thetaiotaomicron,,0.363636363636364,0.454545454545455,0.181818181818182,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,66
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_cellulosilyticus,,,m__hmdb00195,s__streptococcus_parasanguinis,,0.96,0.24,0.12,0.027648,FALSE,FALSE,FALSE,TRUE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,,m__hmdb00089,s__bacteroides_xylanisolvens,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,11
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_stercoris,,,m__hmdb00043,s__bacteroides_uniformis,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_cellulosilyticus,,,m__hmdb00630,s__roseburia_intestinalis,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,19
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,,m__hmdb00630,s__haemophilus_parainfluenzae,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,68
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_stercoris,,,m__hmdb00239,s__alistipes_shahii,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,16
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bifidobacterium_longum,,,m__hmdb00630,s__bifidobacterium_longum,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,94
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__ruminococcus_torques,,,m__hmdb01257,s__streptococcus_parasanguinis,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_ventriosum,,,m__hmdb00014,s__alistipes_shahii,,0.272727272727273,0.272727272727273,0.363636363636364,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,11
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_siraeum,,,m__hmdb00251,s__bifidobacterium_longum,,0.272727272727273,0.363636363636364,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__roseburia_intestinalis,,,m__hmdb01257,s__bifidobacterium_longum,,0.272727272727273,0.363636363636364,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__escherichia_coli,,,m__hmdb00014,s__haemophilus_parainfluenzae,,0.272727272727273,0.363636363636364,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,,m__hmdb00239,s__bacteroides_stercoris,,0.272727272727273,0.363636363636364,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,22
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_rectale,,,m__hmdb00630,s__clostridium_bolteae,,0.272727272727273,0.363636363636364,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,79
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,,m__hmdb00630,s__haemophilus_parainfluenzae,,0.363636363636364,0.272727272727273,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,108
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__escherichia_coli,,,m__hmdb02322,s__haemophilus_parainfluenzae,,0.363636363636364,0.272727272727273,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,10
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,,m__hmdb00209,s__streptococcus_parasanguinis,,0.363636363636364,0.272727272727273,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__ruminococcus_torques,,,m__hmdb02322,s__bacteroides_fragilis,,0.363636363636364,0.272727272727273,0.272727272727273,0.0270473328324569,FALSE,FALSE,FALSE,TRUE,65
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_fragilis,,,m__hmdb00239,s__bacteroides_fragilis,,0.181818181818182,0.181818181818182,0.818181818181818,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,15
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__faecalibacterium_prausnitzii,,,m__hmdb00097,s__faecalibacterium_prausnitzii,,0.181818181818182,0.181818181818182,0.818181818181818,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,10
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bifidobacterium_longum,,,m__hmdb00043,s__bifidobacterium_longum,,0.181818181818182,0.181818181818182,0.818181818181818,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,23
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,,m__hmdb00089,s__bacteroides_xylanisolvens,,0.181818181818182,0.272727272727273,0.545454545454545,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,10
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,,m__hmdb00056,s__streptococcus_parasanguinis,,0.181818181818182,0.272727272727273,0.545454545454545,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,,m__hmdb02322,s__bacteroides_caccae,,0.272727272727273,0.181818181818182,0.545454545454545,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,41
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,,m__hmdb00209,s__streptococcus_parasanguinis,,0.181818181818182,0.272727272727273,0.545454545454545,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,5
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_clostridioforme,,,m__hmdb02322,s__bacteroides_stercoris,,0.272727272727273,0.181818181818182,0.545454545454545,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,74
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,,m__hmdb00030,s__ruminococcus_torques,,0.545454545454545,0.181818181818182,0.272727272727273,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_siraeum,,,m__hmdb00630,s__clostridium_bolteae,,0.272727272727273,0.545454545454545,0.181818181818182,0.0270473328324568,FALSE,FALSE,FALSE,TRUE,98
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__eubacterium_ventriosum,,,m__hmdb01257,s__eubacterium_ventriosum,,0.18,0.14,1,0.0252,FALSE,FALSE,FALSE,TRUE,10
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_caccae,,,m__hmdb01257,s__clostridium_bolteae,,0.25,0.25,0.4,0.025,FALSE,FALSE,FALSE,TRUE,19
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,,m__hmdb00030,s__bacteroides_finegoldii,,0.363636363636364,0.181818181818182,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_thetaiotaomicron,,,m__hmdb01257,s__bifidobacterium_longum,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,13
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bifidobacterium_longum,,,m__hmdb01257,s__bacteroides_thetaiotaomicron,,0.363636363636364,0.181818181818182,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,14
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,,m__hmdb00630,s__clostridium_bolteae,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,84
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__roseburia_inulinivorans,,,m__hmdb00630,s__alistipes_shahii,,0.363636363636364,0.181818181818182,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,109
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_siraeum,,,m__hmdb01257,s__bacteroides_finegoldii,,0.363636363636364,0.181818181818182,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,,m__hmdb00239,s__haemophilus_parainfluenzae,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,20
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_fragilis,,,m__hmdb02322,s__bacteroides_fragilis,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,37
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_siraeum,,,m__hmdb00630,s__clostridium_bolteae,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,98
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__haemophilus_parainfluenzae,,,m__hmdb00030,s__streptococcus_parasanguinis,,0.363636363636364,0.181818181818182,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__alistipes_shahii,,,m__hmdb00089,s__bacteroides_thetaiotaomicron,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__streptococcus_parasanguinis,,,m__hmdb00239,s__bacteroides_ovatus,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,15
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__clostridium_bolteae,,,m__hmdb00239,s__bacteroides_ovatus,,0.181818181818182,0.363636363636364,0.363636363636364,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,9
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__eubacterium_siraeum,,,m__hmdb00014,s__haemophilus_parainfluenzae,,0.363636363636364,0.363636363636364,0.181818181818182,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__alistipes_shahii,,,m__hmdb00097,s__klebsiella_pneumoniae,,0.363636363636364,0.363636363636364,0.181818181818182,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_uniformis,,,m__hmdb00239,s__ruminococcus_torques,,0.363636363636364,0.363636363636364,0.181818181818182,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,14
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_siraeum,,,m__hmdb00043,s__ruminococcus_torques,,0.363636363636364,0.363636363636364,0.181818181818182,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,9
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__ruminococcus_torques,,,m__hmdb00239,s__eubacterium_siraeum,,0.363636363636364,0.363636363636364,0.181818181818182,0.0240420736288506,FALSE,FALSE,FALSE,TRUE,11
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__faecalibacterium_prausnitzii,,,m__hmdb00296,s__faecalibacterium_prausnitzii,,0.181818181818182,0.181818181818182,0.727272727272727,0.0240420736288505,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__faecalibacterium_prausnitzii,,,m__hmdb00630,s__faecalibacterium_prausnitzii,,0.181818181818182,0.181818181818182,0.727272727272727,0.0240420736288505,FALSE,FALSE,FALSE,TRUE,68
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__clostridium_clostridioforme,,,m__hmdb00097,s__bacteroides_stercoris,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,4
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_stercoris,,,m__hmdb00097,s__clostridium_clostridioforme,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,6
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,17
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__streptococcus_parasanguinis,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,81
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,33
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__akkermansia_muciniphila,,,m__hmdb00195,s__akkermansia_muciniphila,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,8
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__faecalibacterium_prausnitzii,,,m__hmdb00296,s__faecalibacterium_prausnitzii,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__clostridium_bolteae,,,m__hmdb00289,s__streptococcus_parasanguinis,,0.14,0.58,0.28,0.022736,FALSE,FALSE,FALSE,TRUE,10
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,,m__hmdb00195,s__bacteroides_finegoldii,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__alistipes_shahii,,,m__hmdb00619,s__odoribacter_splanchnicus,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,12
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_cellulosilyticus,,,m__hmdb00043,s__bacteroides_cellulosilyticus,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_stercoris,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,105
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__roseburia_intestinalis,,,m__hmdb02322,s__haemophilus_parainfluenzae,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__streptococcus_parasanguinis,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,81
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_ovatus,,,m__hmdb00251,s__bacteroides_ovatus,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__clostridium_bolteae,,,m__hmdb00209,s__clostridium_bolteae,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_ovatus,,,m__hmdb00089,s__bacteroides_ovatus,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,1
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_stercoris,,,m__hmdb01257,s__bacteroides_stercoris,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,10
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bifidobacterium_longum,,,m__hmdb00097,s__bifidobacterium_longum,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,,m__hmdb00619,s__eubacterium_siraeum,,0.272727272727273,0.181818181818182,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,5
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__klebsiella_pneumoniae,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,54
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__odoribacter_splanchnicus,,,m__hmdb00043,s__eubacterium_ventriosum,,0.181818181818182,0.272727272727273,0.454545454545455,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_thetaiotaomicron,,,m__hmdb00764,s__bacteroides_fragilis,,0.454545454545455,0.181818181818182,0.272727272727273,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_stercoris,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.454545454545455,0.181818181818182,0.272727272727273,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,105
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_uniformis,,,m__hmdb00630,s__akkermansia_muciniphila,,0.454545454545455,0.272727272727273,0.181818181818182,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,111
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,,m__hmdb00043,s__eubacterium_siraeum,,0.454545454545455,0.272727272727273,0.181818181818182,0.0225394440270474,FALSE,FALSE,FALSE,TRUE,8
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__bacteroides_ovatus,,,m__hmdb00296,s__streptococcus_parasanguinis,,0.12,0.2,0.93,0.02232,FALSE,FALSE,FALSE,TRUE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__eubacterium_rectale,,,m__hmdb00764,s__klebsiella_pneumoniae,,0.17,0.13,0.96,0.021216,FALSE,FALSE,FALSE,TRUE,6
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__escherichia_coli,,,m__hmdb00296,s__bacteroides_faecis,,0.24,0.88,0.1,0.02112,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_uniformis,,,m__hmdb00089,s__bacteroides_uniformis,,0.181818181818182,0.181818181818182,0.636363636363636,0.0210368144252442,FALSE,FALSE,FALSE,TRUE,15
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_thetaiotaomicron,,,m__hmdb00630,s__bacteroides_thetaiotaomicron,,0.181818181818182,0.181818181818182,0.636363636363636,0.0210368144252442,FALSE,FALSE,FALSE,TRUE,124
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__faecalibacterium_prausnitzii,,,m__hmdb00630,s__faecalibacterium_prausnitzii,,0.181818181818182,0.181818181818182,0.636363636363636,0.0210368144252442,FALSE,FALSE,FALSE,TRUE,68
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_fragilis,,,m__hmdb00195,s__odoribacter_splanchnicus,,0.45,0.29,0.16,0.02088,FALSE,FALSE,FALSE,TRUE,4
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__klebsiella_pneumoniae,,,m__hmdb00764,s__klebsiella_pneumoniae,,0.16,0.13,1,0.0208,FALSE,FALSE,FALSE,TRUE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__clostridium_clostridioforme,,,m__hmdb02322,s__bacteroides_stercoris,,0.272727272727273,0.272727272727273,0.272727272727273,0.0202854996243427,FALSE,FALSE,FALSE,TRUE,74
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,,m__hmdb00619,s__bacteroides_uniformis,,0.272727272727273,0.272727272727273,0.272727272727273,0.0202854996243427,FALSE,FALSE,FALSE,TRUE,14
